MATERIAL_NAME,AVG_COST_PER_KG,AVG_COST_PER_KG_USD
MAT-0070,2.0,0.278
MAT-0071,3.0300089779119466,0.42117124792976063
MAT-0078,3.364705882352941,0.46769411764705887
MAT-0082,8.530163735443873,1.1856927592266984
MAT-0083,7.59026455026455,1.0550467724867725
MAT-0084,4.300098715260565,0.5977137214212186
MAT-0085,2.01457999302893,0.28002661903102133
MAT-0086,7.589934522620734,1.055000898644282
MAT-0087,5.015699351709991,0.6971822098876888
MAT-0091,3.9599999999999995,0.5504399999999999
MAT-0092,3.129829506091824,0.4350463013467636
MAT-0094,0.20666666666666667,0.028726666666666668
MAT-0095,1.3814891909121592,0.19202699753679014
MAT-0096,4.168484848484849,0.579419393939394
MAT-0097,7.590181619305397,1.0550352450834501
MAT-0098,2.2300553159239405,0.30997768891342775
MAT-0099,4.394719548466687,0.6108660172368696
MAT-0100,6.040024073804863,0.8395633462588761
MAT-0101,7.245067524622346,1.0070643859225061
MAT-0102,7.354285714285715,1.0222457142857144
MAT-0103,2.8,0.3892
MAT-0104,2.04,0.28356000000000003
MAT-0105,4.56,0.63384
MAT-0106,7.590006162094773,1.0550108565311735
MAT-0107,5.587142857142857,0.7766128571428572
MAT-0108,4.510005971426832,0.6268908300283297
MAT-0111,5.980052560628602,0.8312273059273757
MAT-0112,4.56,0.63384
MAT-0113,2.2477419354838712,0.31243612903225815
MAT-0114,3.96,0.55044
MAT-0115,2.9599999999999995,0.41144
MAT-0116,2.055395779923901,0.28570001340942225
MAT-0117,9.576831459212354,1.3311795728305174
MAT-0118,4.635195328373794,0.6442921506439575
MAT-0119,6.429818181818182,0.8937447272727274
MAT-0120,4.5099645485613955,0.626885072250034
MAT-0128,3.648078529657477,0.5070829156223894
MAT-0129,5.980004655453836,0.8312206471080833
MAT-0133,3.030020202020202,0.4211728080808081
MAT-0134,3.030002512732371,0.42117034926979957
MAT-0137,4.519389919882807,0.6281951988637102
MAT-0138,2.6383350895679665,0.36672857744994736
MAT-0141,4.330471667708965,0.6019355618115462
MAT-0142,10.620329237185945,1.4762257639688465
MAT-0143,10.620045209395869,1.4761862841060258
MAT-0144,10.62000918736212,1.476181277043335
MAT-0145,10.75007991168346,1.4942611077240011
MAT-0146,4.56,0.63384
MAT-0147,0.5001110545285026,0.06951543657946187
MAT-0148,8.76933011180583,1.2189368855410105
MAT-0149,6.29,0.87431
MAT-0150,139.89775373782584,19.445787769557793
MAT-0151,5.338210390572795,0.7420112442896185
MAT-0152,0.5753846153846154,0.07997846153846154
MAT-0153,7.590355711699764,1.0550594439262673
MAT-0154,0.3301476864015366,0.045890528409813586
MAT-0155,1.698591390324428,0.2361042032550955
MAT-0156,8.470945707355359,1.177461453322395
MAT-0157,2.2,0.30580000000000007
MAT-0158,8.19169404515288,1.1386454722762505
MAT-0159,13.814286150891643,1.9201857749739386
MAT-0160,3.3824965309363852,0.47016701780015757
MAT-0161,1.4333355985955374,0.1992336482047797
MAT-0162,0.612,0.085068
MAT-0163,12.385914527271847,1.721642119290787
MAT-0164,7.589999657943304,1.0550099524541194
MAT-0165,2.04,0.28356000000000003
MAT-0166,12.323479518158264,1.7129636530239989
MAT-0167,3.030010143918959,0.4211714100047353
MAT-0168,3.96,0.55044
MAT-0169,7.06,0.98134
MAT-0170,7.06,0.98134
MAT-0174,4.965333333333333,0.6901813333333333
MAT-0175,2.68,0.3725200000000001
MAT-0176,12.719999999999999,1.76808
MAT-0177,3.140111022997621,0.43647543219666934
MAT-0178,3.9600000000000004,0.5504400000000002
MAT-0179,3.9966488598560757,0.5555341915199946
MAT-0180,2.815978260869565,0.3914209782608696
MAT-0185,5.1,0.7089
MAT-0187,3.432623363236789,0.47713464748991374
MAT-0188,6.430048376267166,0.8937767243011362
MAT-0189,3.96,0.55044
MAT-0190,2.5300438346518495,0.3516760930166071
MAT-0193,5.8600235322206045,0.8145432709786641
MAT-0194,3.138482990719872,0.43624913571006224
MAT-0195,3.1529261062338407,0.4382567287665039
MAT-0196,8.53023909216458,1.1857032338108766
MAT-0197,5.5992147412939826,0.7782908490398637
MAT-0198,3.378072460167657,0.46955207196330434
MAT-0199,14.350485204828875,1.9947174434712138
MAT-0200,2.4933333333333336,0.3465733333333334
MAT-0201,10.620016664174413,1.4761823163202434
MAT-0202,2.814183506453011,0.39117150739696854
MAT-0203,2.669939393939394,0.37112157575757576
MAT-0204,0.5753846153846154,0.07997846153846154
MAT-0205,6.03338464061345,0.8386404650452697
MAT-0206,14.983955865300983,2.0827698652768367
MAT-0207,2.04,0.28356000000000003
MAT-0208,6.860363636363636,0.9535905454545455
MAT-0209,3.14,0.43646000000000007
MAT-0213,2.7999999999999994,0.38919999999999993
MAT-0214,5.068441494194657,0.7045133676930574
MAT-0215,3.290002693602694,0.4573103744107745
MAT-0216,4.604907391707401,0.6400821274473287
MAT-0217,3.564,0.49539600000000006
MAT-0218,7.3505375886524815,1.021724724822695
MAT-0219,0.55,0.07645000000000002
MAT-0220,7.590003029996846,1.0550104211695617
MAT-0229,3.1400782876821944,0.4364708819878251
MAT-0230,6.04,0.8395600000000001
MAT-0231,2.6228571428571428,0.3645771428571429
MAT-0232,4.934637430354593,0.6859146028192885
MAT-0233,4.117023399233466,0.5722662524934519
MAT-0234,1.7309959263044343,0.24060843375631638
MAT-0235,42.856,5.956984000000001
MAT-0236,190.54835321076425,26.486221096296234
MAT-0237,2.050736842105263,0.28505242105263157
MAT-0239,3.030017508417508,0.42117243367003365
MAT-0240,0.0,0.0
MAT-0246,2.3300407055583197,0.3238756580726065
MAT-0249,6.5,0.9035000000000001
MAT-0250,5.980043956043956,0.83122610989011
MAT-0254,11.876249999999999,1.65079875
MAT-0255,0.3300176975679789,0.045872459961949066
MAT-0256,3.0948010085387856,0.43017734018689124
MAT-0257,2.0300265963084034,0.2821736968868681
MAT-0258,5.859871736049936,0.8145221713109412
MAT-0259,3.140066313631394,0.4364692175947638
MAT-0260,2.5892307692307694,0.359903076923077
MAT-0261,7.028362683158124,0.9769424129589793
MAT-0262,0.735,0.102165
MAT-0263,6.76,0.93964
MAT-0264,7.89562771329943,1.097492252148621
MAT-0265,8.143229600050972,1.1319089144070853
MAT-0266,7.589955652907539,1.055003835754148
MAT-0267,16.132768936937417,2.242454882234301
MAT-0268,7.682620527766924,1.0678842533596027
MAT-0269,2.170012121212121,0.30163168484848485
MAT-0270,9.717656956672945,1.3507543169775396
MAT-0271,0.36363636363636365,0.05054545454545455
MAT-0272,6.372680069000141,0.8858025295910196
MAT-0273,4.56,0.63384
MAT-0276,2.04,0.28356000000000003
MAT-0277,3.3825024073182473,0.47016783461723644
MAT-0278,2.830008830022075,0.39337122737306845
MAT-0279,4.73550893460756,0.6582357419104509
MAT-0280,6.688915615764188,0.9297592705912222
MAT-0281,12.111807416594877,1.683541230906688
MAT-0282,14.280217267766597,1.9849502002195571
MAT-0283,7.790090630273492,1.0828225976080155
MAT-0284,0.6200022869416724,0.08618031788489247
MAT-0285,2.04,0.28356000000000003
MAT-0286,18.42,2.5603800000000003
MAT-0287,4.646037735849056,0.6457992452830189
MAT-0290,14.35,1.99465
MAT-0291,3.14,0.43646000000000007
MAT-0294,1.5654446887557816,0.21759681173705367
MAT-0295,1.7265647382379858,0.23999249861508004
MAT-0296,2.0,0.278
MAT-0299,7.851603773584905,1.091372924528302
MAT-0300,3.14,0.43646000000000007
MAT-0311,6.040010284605354,0.8395614295601442
MAT-0312,4.376155759413026,0.6082856505584107
MAT-0313,4.735639307311202,0.6582538637162572
MAT-0314,11.950030879374935,1.6610542922331162
MAT-0315,3.0300012944374304,0.42117017992680283
MAT-0316,7.5902376184045,1.0550430289582255
MAT-0317,7.352194025942606,1.0219549696060224
MAT-0318,4.302563518727846,0.5980563291031706
MAT-0319,7.428650742394736,1.0325824531928685
MAT-0320,4.56,0.63384
MAT-0321,7.349985453697686,1.0216479780639784
MAT-0322,8.029038337625353,1.1160363289299242
MAT-0323,7.588388797897303,1.0547860429077252
MAT-0324,13.580078928618883,1.887630971078025
MAT-0325,4.526045220563452,0.6291202856583199
MAT-0326,3.0063312599658207,0.4178800451352491
MAT-0327,4.760854495168982,0.6617587748284887
MAT-0328,9.527462013720772,1.3243172199071873
MAT-0329,6.76,0.93964
MAT-0330,6.76,0.93964
MAT-0331,1.2962962962962963,0.1801851851851852
MAT-0332,0.9301178465399087,0.12928638066904732
MAT-0333,91.73174435657388,12.75071246556377
MAT-0334,2.124057271453947,0.29524396073209863
MAT-0335,2.0,0.278
MAT-0337,5.06,0.70334
MAT-0338,3.96,0.55044
MAT-0339,7.12,0.9896800000000001
MAT-0340,7.593029197483824,1.0554310584502518
MAT-0341,999.2244063852637,138.89219248755165
MAT-0342,7.59,1.05501
MAT-0343,3.96,0.55044
MAT-0350,9.542188261351052,1.3263641683277965
MAT-0351,3.740094869277925,0.5198731868296316
MAT-0352,6.76,0.93964
MAT-0353,4.300182318873519,0.5977253423234192
MAT-0354,4.56,0.63384
MAT-0356,3.740124445834699,0.5198772979710232
MAT-0357,0.2,0.027800000000000005
MAT-0358,60.12760869565218,8.357737608695654
MAT-0362,1.256,0.17458400000000002
MAT-0363,0.3300249173044236,0.04587346350531489
MAT-0367,4.56,0.63384
MAT-0368,3.96,0.55044
MAT-0369,0.9301177011494254,0.12928636045977013
MAT-0373,38.05031612645058,5.288993941576631
MAT-0374,6.204512614481065,0.8624272534128682
MAT-0375,4.232080513064726,0.5882591913159969
MAT-0376,0.0,0.0
MAT-0377,8.754971581284318,1.2169410497985202
MAT-0378,2.8,0.3892
MAT-0379,3.0294617482603967,0.4210951830081952
MAT-0380,2.090019887195966,0.29051276432023926
MAT-0381,4.163081580020515,0.5786683396228517
MAT-0382,7.350585690019235,1.0217314109126738
MAT-0383,0.2260233918128655,0.03141725146198831
MAT-0384,7.350045490183668,1.0216563231355298
MAT-0385,1.229090909090909,0.17084363636363636
MAT-0386,2.0900337344598308,0.2905146890899165
MAT-0387,0.5753846153846154,0.07997846153846154
MAT-0388,7.589976267068868,1.0550067011225728
MAT-0389,11.735197657750128,1.631192474427268
MAT-0390,4.56,0.63384
MAT-0391,3.1401271639366057,0.4364776757871882
MAT-0392,2.68,0.3725200000000001
MAT-0393,3.740004873386686,0.5198606774007494
MAT-0394,5.894127946127946,0.8192837845117845
MAT-0396,5.566007433881423,0.7736750333095179
MAT-0397,3.9599999999999995,0.5504399999999999
MAT-0398,2.569344712971147,0.35713891510298945
MAT-0399,7.096923405374563,0.9864723533470643
MAT-0400,9.61386490104519,1.3363272212452815
MAT-0401,5.860986547085202,0.8146771300448431
MAT-0402,4.614448519349101,0.6414083441895251
MAT-0409,6.4832220380433485,0.9011678632880256
MAT-0412,3.74,0.5198600000000001
MAT-0413,2.832178226842876,0.39367277353115976
MAT-0414,0.93,0.12927000000000002
MAT-0415,36.450681729684064,5.066644760426085
MAT-0416,24.442812780201304,3.3975509764479814
MAT-0417,2.870366906505687,0.39898100000429054
MAT-0418,6.860363636363636,0.9535905454545455
MAT-0425,6.011948054720425,0.8356607796061392
MAT-0426,7.06,0.98134
MAT-0428,4.5106696460462095,0.6269830808004232
MAT-0429,6.450340557275541,0.8965973374613003
MAT-0430,3.2014089157879235,0.4449958392945214
MAT-0370,7.725,1.0737750000000001
MAT-0298,1.12,0.15568000000000004
MAT-0297,6.69,0.9299100000000001
MAT-0251,9.61,1.33579
MAT-0238,6.77,0.94103
MAT-0181,6.77,0.94103
